30.0 Frames	2017-10-25 09:06:17.191064
30.0 Frames	2017-10-25 09:06:19.898876
30.0 Frames	2017-10-25 09:06:19.931786
30.0 Frames	2017-10-25 09:06:19.952101
30.0 Frames	2017-10-25 09:06:20.014536
30.0 Frames	2017-10-25 09:06:20.096566
30.0 Frames	2017-10-25 09:06:20.112595
30.0 Frames	2017-10-25 09:06:20.138556
30.0 Frames	2017-10-25 09:06:20.156380
30.0 Frames	2017-10-25 09:06:20.180237
30.0 Frames	2017-10-25 09:06:20.208093
30.0 Frames	2017-10-25 09:06:20.224265
30.0 Frames	2017-10-25 09:06:20.255671
30.0 Frames	2017-10-25 09:06:20.278605
30.0 Frames	2017-10-25 09:06:20.320034
30.0 Frames	2017-10-25 09:06:20.347377
30.0 Frames	2017-10-25 09:06:20.378773
30.0 Frames	2017-10-25 09:06:20.423083
30.0 Frames	2017-10-25 09:06:20.447434
30.0 Frames	2017-10-25 09:06:20.480345
30.0 Frames	2017-10-25 09:06:20.523876
30.0 Frames	2017-10-25 09:06:20.546725
30.0 Frames	2017-10-25 09:06:20.585544
30.0 Frames	2017-10-25 09:06:20.623931
30.0 Frames	2017-10-25 09:06:20.651976
30.0 Frames	2017-10-25 09:06:20.689794
30.0 Frames	2017-10-25 09:06:20.723560
30.0 Frames	2017-10-25 09:06:20.755405
30.0 Frames	2017-10-25 09:06:20.790114
30.0 Frames	2017-10-25 09:06:20.822467
30.0 Frames	2017-10-25 09:06:20.854518
30.0 Frames	2017-10-25 09:06:20.886221
30.0 Frames	2017-10-25 09:06:20.918965
30.0 Frames	2017-10-25 09:06:20.952377
30.0 Frames	2017-10-25 09:06:20.987019
30.0 Frames	2017-10-25 09:06:21.019165
30.0 Frames	2017-10-25 09:06:21.053757
30.0 Frames	2017-10-25 09:06:21.089496
30.0 Frames	2017-10-25 09:06:21.118107
30.0 Frames	2017-10-25 09:06:21.153984
30.0 Frames	2017-10-25 09:06:21.189731
30.0 Frames	2017-10-25 09:06:21.219070
30.0 Frames	2017-10-25 09:06:21.254162
30.0 Frames	2017-10-25 09:06:21.288298
30.0 Frames	2017-10-25 09:06:21.319831
30.0 Frames	2017-10-25 09:06:21.364016
30.0 Frames	2017-10-25 09:06:21.391353
30.0 Frames	2017-10-25 09:06:21.426971
30.0 Frames	2017-10-25 09:06:21.463424
30.0 Frames	2017-10-25 09:06:21.491034
30.0 Frames	2017-10-25 09:06:21.526182
30.0 Frames	2017-10-25 09:06:21.560502
30.0 Frames	2017-10-25 09:06:21.596477
30.0 Frames	2017-10-25 09:06:21.627354
30.0 Frames	2017-10-25 09:06:21.655542
30.0 Frames	2017-10-25 09:06:21.695439
30.0 Frames	2017-10-25 09:06:21.725435
30.0 Frames	2017-10-25 09:06:21.754484
30.0 Frames	2017-10-25 09:06:21.794582
30.0 Frames	2017-10-25 09:06:21.825863
30.0 Frames	2017-10-25 09:06:21.858314
30.0 Frames	2017-10-25 09:06:21.893433
30.0 Frames	2017-10-25 09:06:21.931958
30.0 Frames	2017-10-25 09:06:21.963848
30.0 Frames	2017-10-25 09:06:21.997125
30.0 Frames	2017-10-25 09:06:22.029391
