30.0 Frames	2017-10-25 09:14:24.724983
30.0 Frames	2017-10-25 09:14:27.411305
30.0 Frames	2017-10-25 09:14:27.458990
30.0 Frames	2017-10-25 09:14:27.527147
30.0 Frames	2017-10-25 09:14:27.557199
30.0 Frames	2017-10-25 09:14:27.622966
30.0 Frames	2017-10-25 09:14:27.641482
30.0 Frames	2017-10-25 09:14:27.661845
30.0 Frames	2017-10-25 09:14:27.685205
30.0 Frames	2017-10-25 09:14:27.709092
30.0 Frames	2017-10-25 09:14:27.731974
30.0 Frames	2017-10-25 09:14:27.762573
30.0 Frames	2017-10-25 09:14:27.784001
30.0 Frames	2017-10-25 09:14:27.823566
30.0 Frames	2017-10-25 09:14:27.860379
30.0 Frames	2017-10-25 09:14:27.886992
30.0 Frames	2017-10-25 09:14:27.925561
30.0 Frames	2017-10-25 09:14:27.952104
30.0 Frames	2017-10-25 09:14:27.986072
30.0 Frames	2017-10-25 09:14:28.024663
30.0 Frames	2017-10-25 09:14:28.057373
30.0 Frames	2017-10-25 09:14:28.087419
30.0 Frames	2017-10-25 09:14:28.124256
30.0 Frames	2017-10-25 09:14:28.158723
30.0 Frames	2017-10-25 09:14:28.187989
30.0 Frames	2017-10-25 09:14:28.232368
30.0 Frames	2017-10-25 09:14:28.264869
30.0 Frames	2017-10-25 09:14:28.298446
30.0 Frames	2017-10-25 09:14:28.329512
30.0 Frames	2017-10-25 09:14:28.365582
30.0 Frames	2017-10-25 09:14:28.391972
30.0 Frames	2017-10-25 09:14:28.425831
30.0 Frames	2017-10-25 09:14:28.465415
30.0 Frames	2017-10-25 09:14:28.492982
30.0 Frames	2017-10-25 09:14:28.525536
30.0 Frames	2017-10-25 09:14:28.563690
30.0 Frames	2017-10-25 09:14:28.589710
30.0 Frames	2017-10-25 09:14:28.626945
30.0 Frames	2017-10-25 09:14:28.659419
30.0 Frames	2017-10-25 09:14:28.688609
30.0 Frames	2017-10-25 09:14:28.726173
30.0 Frames	2017-10-25 09:14:28.758895
30.0 Frames	2017-10-25 09:14:28.791969
30.0 Frames	2017-10-25 09:14:28.825594
30.0 Frames	2017-10-25 09:14:28.859093
30.0 Frames	2017-10-25 09:14:28.891785
30.0 Frames	2017-10-25 09:14:28.923731
30.0 Frames	2017-10-25 09:14:28.963272
30.0 Frames	2017-10-25 09:14:29.017350
30.0 Frames	2017-10-25 09:14:29.036300
30.0 Frames	2017-10-25 09:14:29.068134
30.0 Frames	2017-10-25 09:14:29.097284
30.0 Frames	2017-10-25 09:14:29.135585
30.0 Frames	2017-10-25 09:14:29.167252
30.0 Frames	2017-10-25 09:14:29.197801
30.0 Frames	2017-10-25 09:14:29.235099
30.0 Frames	2017-10-25 09:14:29.269571
30.0 Frames	2017-10-25 09:14:29.300935
30.0 Frames	2017-10-25 09:14:29.330708
30.0 Frames	2017-10-25 09:14:29.362752
30.0 Frames	2017-10-25 09:14:29.396588
30.0 Frames	2017-10-25 09:14:29.428011
30.0 Frames	2017-10-25 09:14:29.467085
30.0 Frames	2017-10-25 09:14:29.496547
30.0 Frames	2017-10-25 09:14:29.529791
30.0 Frames	2017-10-25 09:14:29.566710
30.0 Frames	2017-10-25 09:14:29.596465
30.0 Frames	2017-10-25 09:14:29.628820
30.0 Frames	2017-10-25 09:14:29.667905
30.0 Frames	2017-10-25 09:14:30.532181
30.0 Frames	2017-10-25 09:14:30.552497
30.0 Frames	2017-10-25 09:14:30.572503
30.0 Frames	2017-10-25 09:14:30.593567
30.0 Frames	2017-10-25 09:14:30.612062
30.0 Frames	2017-10-25 09:14:30.631653
30.0 Frames	2017-10-25 09:14:30.651958
30.0 Frames	2017-10-25 09:14:30.672729
30.0 Frames	2017-10-25 09:14:30.705671
30.0 Frames	2017-10-25 09:14:30.740262
30.0 Frames	2017-10-25 09:14:30.772388
30.0 Frames	2017-10-25 09:14:30.803399
